4.00000E+01,1.01282E+00,2.04155E-01,6.12908E-01
4.00000E+01,1.01444E+00,2.18142E-01,5.96719E-01
4.00000E+01,1.01638E+00,2.33718E-01,5.78414E-01
4.00000E+01,1.01874E+00,2.51295E-01,5.57914E-01
4.00000E+01,1.02166E+00,2.71300E-01,5.35708E-01
4.00000E+01,1.02533E+00,2.94525E-01,5.12587E-01
4.00000E+01,1.03001E+00,3.21391E-01,4.87014E-01
4.00000E+01,1.03615E+00,3.53387E-01,4.59171E-01
4.00000E+01,1.04440E+00,3.91748E-01,4.27645E-01
4.00000E+01,1.05587E+00,4.38459E-01,3.92863E-01
4.00000E+01,1.07253E+00,4.95507E-01,3.55996E-01
4.00000E+01,1.09808E+00,5.69113E-01,3.16335E-01
4.00000E+01,1.14042E+00,6.65496E-01,2.74092E-01
4.00000E+01,1.21932E+00,7.98679E-01,2.29551E-01
4.00000E+01,1.39636E+00,9.79133E-01,1.81239E-01
6.99999E+01,1.03219E+00,3.21118E-01,6.72464E-01
6.99999E+01,1.03601E+00,3.41787E-01,6.57019E-01
6.99999E+01,1.04056E+00,3.64482E-01,6.39754E-01
6.99999E+01,1.04604E+00,3.89565E-01,6.19785E-01
6.99999E+01,1.05272E+00,4.17693E-01,5.98275E-01
6.99999E+01,1.06099E+00,4.49447E-01,5.75249E-01
6.99999E+01,1.07141E+00,4.86032E-01,5.50804E-01
6.99999E+01,1.08480E+00,5.28165E-01,5.23891E-01
6.99999E+01,1.10243E+00,5.77668E-01,4.93506E-01
6.99999E+01,1.12636E+00,6.35830E-01,4.59830E-01
6.99999E+01,1.16012E+00,7.03846E-01,4.22550E-01
6.99999E+01,1.21006E+00,7.85705E-01,3.83260E-01
6.99999E+01,1.28906E+00,8.84953E-01,3.40837E-01
6.99999E+01,1.42685E+00,1.00232E+00,2.94328E-01
6.99999E+01,1.70792E+00,1.12905E+00,2.42953E-01
1.50000E+02,1.11706E+00,5.74656E-01,7.40458E-01
1.50000E+02,1.12964E+00,6.07221E-01,7.33174E-01
1.50000E+02,1.14443E+00,6.42232E-01,7.22384E-01
1.50000E+02,1.16198E+00,6.79622E-01,7.07761E-01
1.50000E+02,1.18304E+00,7.18946E-01,6.89386E-01
1.50000E+02,1.20867E+00,7.60711E-01,6.68526E-01
1.50000E+02,1.24033E+00,8.06154E-01,6.45347E-01
1.50000E+02,1.28017E+00,8.56089E-01,6.20080E-01
1.50000E+02,1.33143E+00,9.10995E-01,5.92609E-01
1.50000E+02,1.39912E+00,9.70405E-01,5.62176E-01
1.50000E+02,1.49163E+00,1.03354E+00,5.28029E-01
1.50000E+02,1.62367E+00,1.09732E+00,4.89943E-01
1.50000E+02,1.82353E+00,1.15634E+00,4.47878E-01
1.50000E+02,2.15269E+00,1.19805E+00,3.98623E-01
1.50000E+02,2.76503E+00,1.22244E+00,3.45070E-01
2.30001E+02,1.27625E+00,8.03802E-01,7.62684E-01
2.30001E+02,1.30181E+00,8.35911E-01,7.58476E-01
2.30001E+02,1.33130E+00,8.69491E-01,7.51944E-01
2.30001E+02,1.36556E+00,9.04866E-01,7.42973E-01
2.30001E+02,1.40577E+00,9.40786E-01,7.30683E-01
2.30001E+02,1.45350E+00,9.74887E-01,7.12883E-01
2.30001E+02,1.51079E+00,1.01032E+00,6.94723E-01
2.30001E+02,1.58054E+00,1.04694E+00,6.75081E-01
2.30001E+02,1.66688E+00,1.08413E+00,6.53780E-01
2.30001E+02,1.77595E+00,1.12057E+00,6.30114E-01
2.30001E+02,1.91700E+00,1.15334E+00,6.03038E-01
2.30001E+02,2.10510E+00,1.17825E+00,5.70086E-01
2.30001E+02,2.36550E+00,1.19429E+00,5.33458E-01
2.30001E+02,2.74318E+00,1.20280E+00,4.93315E-01
2.30001E+02,3.32259E+00,1.20816E+00,4.48347E-01
3.09999E+02,1.44088E+00,9.11520E-01,7.72334E-01
3.09999E+02,1.47943E+00,9.41827E-01,7.74664E-01
3.09999E+02,1.52377E+00,9.72096E-01,7.73614E-01
3.09999E+02,1.57503E+00,1.00234E+00,7.69702E-01
3.09999E+02,1.63481E+00,1.03214E+00,7.62410E-01
3.09999E+02,1.70527E+00,1.05821E+00,7.47309E-01
3.09999E+02,1.78926E+00,1.08349E+00,7.29809E-01
3.09999E+02,1.89073E+00,1.10926E+00,7.13331E-01
3.09999E+02,2.01502E+00,1.13313E+00,6.95197E-01
3.09999E+02,2.17006E+00,1.15275E+00,6.74409E-01
3.09999E+02,2.36811E+00,1.16589E+00,6.49478E-01
3.09999E+02,2.62752E+00,1.17273E+00,6.19005E-01
3.09999E+02,2.97866E+00,1.17619E+00,5.84463E-01
3.09999E+02,3.46847E+00,1.17884E+00,5.45400E-01
3.09999E+02,3.99214E+00,1.18028E+00,5.09262E-01
3.70001E+02,1.56835E+00,9.52906E-01,7.61440E-01
3.70001E+02,1.61660E+00,9.80501E-01,7.69175E-01
3.70001E+02,1.67174E+00,1.00822E+00,7.73776E-01
3.70001E+02,1.73561E+00,1.03513E+00,7.75272E-01
3.70001E+02,1.80971E+00,1.06096E+00,7.72937E-01
3.70001E+02,1.89665E+00,1.08421E+00,7.65555E-01
3.70001E+02,2.00003E+00,1.10104E+00,7.45567E-01
3.70001E+02,2.12416E+00,1.11885E+00,7.30314E-01
3.70001E+02,2.27519E+00,1.13369E+00,7.13682E-01
3.70001E+02,2.46280E+00,1.14382E+00,6.94293E-01
3.70001E+02,2.69999E+00,1.14937E+00,6.70968E-01
3.70001E+02,3.00767E+00,1.15221E+00,6.42865E-01
3.70001E+02,3.41631E+00,1.15418E+00,6.08611E-01
3.70001E+02,3.97784E+00,1.15528E+00,5.65773E-01
3.70001E+02,4.16797E+00,1.15641E+00,5.53186E-01
4.20001E+02,1.73692E+00,9.98773E-01,7.51083E-01
4.20001E+02,1.79481E+00,1.01975E+00,7.57029E-01
4.20001E+02,1.86066E+00,1.04114E+00,7.62876E-01
4.20001E+02,1.93581E+00,1.06156E+00,7.66219E-01
4.20001E+02,2.02205E+00,1.07998E+00,7.65859E-01
4.20001E+02,2.12222E+00,1.09584E+00,7.61044E-01
4.20001E+02,2.23965E+00,1.10539E+00,7.42718E-01
4.20001E+02,2.37787E+00,1.11525E+00,7.32106E-01
4.20001E+02,2.54357E+00,1.12218E+00,7.17998E-01
4.20001E+02,2.74456E+00,1.12578E+00,7.01087E-01
4.20001E+02,2.99224E+00,1.12804E+00,6.80686E-01
4.20001E+02,3.30285E+00,1.12976E+00,6.54695E-01
4.20001E+02,3.69816E+00,1.13091E+00,6.22238E-01
4.20001E+02,4.30529E+00,1.13153E+00,5.75931E-01
4.20001E+02,4.31964E+00,1.13246E+00,5.76134E-01
4.59999E+02,1.87711E+00,1.01768E+00,7.36422E-01
4.59999E+02,1.94288E+00,1.03447E+00,7.42998E-01
4.59999E+02,2.01697E+00,1.05299E+00,7.49610E-01
4.59999E+02,2.10115E+00,1.06723E+00,7.50369E-01
4.59999E+02,2.19635E+00,1.07881E+00,7.49518E-01
4.59999E+02,2.31066E+00,1.09039E+00,7.48339E-01
4.59999E+02,2.43493E+00,1.09667E+00,7.37689E-01
4.59999E+02,2.58492E+00,1.10168E+00,7.28695E-01
4.59999E+02,2.76116E+00,1.10477E+00,7.16409E-01
4.59999E+02,2.97297E+00,1.10651E+00,7.00824E-01
4.59999E+02,3.22969E+00,1.10776E+00,6.80262E-01
4.59999E+02,3.54485E+00,1.10864E+00,6.54060E-01
4.59999E+02,3.93813E+00,1.10942E+00,6.21933E-01
4.59999E+02,4.44931E+00,1.10967E+00,5.83294E-01
4.59999E+02,4.45339E+00,1.11065E+00,5.84364E-01
4.90000E+02,1.97026E+00,1.02057E+00,7.16012E-01
4.90000E+02,2.04107E+00,1.03383E+00,7.24441E-01
4.90000E+02,2.12058E+00,1.04746E+00,7.32494E-01
4.90000E+02,2.21017E+00,1.06338E+00,7.39006E-01
4.90000E+02,2.31182E+00,1.07136E+00,7.37768E-01
4.90000E+02,2.42761E+00,1.07907E+00,7.37627E-01
4.90000E+02,2.56560E+00,1.08480E+00,7.31329E-01
4.90000E+02,2.71822E+00,1.08806E+00,7.31089E-01
4.90000E+02,2.90187E+00,1.08861E+00,7.16265E-01
4.90000E+02,3.11956E+00,1.09066E+00,7.00010E-01
4.90000E+02,3.38106E+00,1.09174E+00,6.77718E-01
4.90000E+02,3.69934E+00,1.09276E+00,6.50465E-01
4.90000E+02,4.09178E+00,1.09301E+00,6.18049E-01
4.90000E+02,4.54346E+00,1.09320E+00,5.84965E-01
4.90000E+02,4.54712E+00,1.09393E+00,5.85590E-01
5.30000E+02,2.13182E+00,1.02249E+00,6.84470E-01
5.30000E+02,2.21017E+00,1.03255E+00,6.95362E-01
5.30000E+02,2.29698E+00,1.04176E+00,7.03214E-01
5.30000E+02,2.39851E+00,1.04835E+00,6.99425E-01
5.30000E+02,2.50628E+00,1.05398E+00,7.07301E-01
5.30000E+02,2.62756E+00,1.06157E+00,7.13962E-01
5.30000E+02,2.76980E+00,1.06365E+00,7.18950E-01
5.30000E+02,2.93279E+00,1.06611E+00,7.18089E-01
5.30000E+02,3.12134E+00,1.06531E+00,7.06218E-01
5.30000E+02,3.34288E+00,1.06553E+00,6.86364E-01
5.30000E+02,3.60467E+00,1.06793E+00,6.63120E-01
5.30000E+02,3.91680E+00,1.06937E+00,6.36785E-01
5.30000E+02,4.29663E+00,1.07006E+00,6.06206E-01
5.30000E+02,4.66692E+00,1.06720E+00,5.79558E-01
5.30000E+02,4.67140E+00,1.06962E+00,5.80586E-01
