4.00001E+01,1.01282E+00,2.50793E-01,6.22572E-01
4.00001E+01,1.01443E+00,2.67437E-01,6.07686E-01
4.00001E+01,1.01637E+00,2.85319E-01,5.88476E-01
4.00001E+01,1.01874E+00,3.04631E-01,5.65868E-01
4.00001E+01,1.02166E+00,3.27480E-01,5.41283E-01
4.00001E+01,1.02532E+00,3.53565E-01,5.13546E-01
4.00001E+01,1.03001E+00,3.84440E-01,4.84591E-01
4.00001E+01,1.03612E+00,4.21532E-01,4.53766E-01
4.00001E+01,1.04435E+00,4.66172E-01,4.20475E-01
4.00001E+01,1.05580E+00,5.19793E-01,3.83618E-01
4.00001E+01,1.07243E+00,5.87988E-01,3.45505E-01
4.00001E+01,1.09792E+00,6.75516E-01,3.05574E-01
4.00001E+01,1.14015E+00,7.90550E-01,2.63594E-01
4.00001E+01,1.21858E+00,9.48386E-01,2.20095E-01
4.00001E+01,1.39487E+00,1.16330E+00,1.74523E-01
6.99999E+01,1.03218E+00,3.94056E-01,6.74876E-01
6.99999E+01,1.03600E+00,4.18107E-01,6.63476E-01
6.99999E+01,1.04055E+00,4.43846E-01,6.47766E-01
6.99999E+01,1.04603E+00,4.72350E-01,6.28073E-01
6.99999E+01,1.05271E+00,5.04334E-01,6.06168E-01
6.99999E+01,1.06098E+00,5.40601E-01,5.80551E-01
6.99999E+01,1.07140E+00,5.81669E-01,5.51710E-01
6.99999E+01,1.08477E+00,6.29697E-01,5.20806E-01
6.99999E+01,1.10236E+00,6.86436E-01,4.87875E-01
6.99999E+01,1.12624E+00,7.53790E-01,4.52523E-01
6.99999E+01,1.15989E+00,8.33875E-01,4.14216E-01
6.99999E+01,1.20973E+00,9.30289E-01,3.73540E-01
6.99999E+01,1.28845E+00,1.04949E+00,3.32038E-01
6.99999E+01,1.42570E+00,1.19485E+00,2.88751E-01
6.99999E+01,1.70519E+00,1.35719E+00,2.41302E-01
1.50000E+02,1.11719E+00,7.09764E-01,7.28352E-01
1.50000E+02,1.12968E+00,7.48716E-01,7.27456E-01
1.50000E+02,1.14442E+00,7.88871E-01,7.20983E-01
1.50000E+02,1.16195E+00,8.31629E-01,7.10802E-01
1.50000E+02,1.18303E+00,8.76838E-01,6.95860E-01
1.50000E+02,1.20865E+00,9.25180E-01,6.77910E-01
1.50000E+02,1.24030E+00,9.78058E-01,6.55230E-01
1.50000E+02,1.28009E+00,1.03624E+00,6.29082E-01
1.50000E+02,1.33130E+00,1.10013E+00,5.99809E-01
1.50000E+02,1.39883E+00,1.17013E+00,5.68094E-01
1.50000E+02,1.49118E+00,1.24629E+00,5.34055E-01
1.50000E+02,1.62279E+00,1.32804E+00,4.97602E-01
1.50000E+02,1.82176E+00,1.41191E+00,4.59032E-01
1.50000E+02,2.14947E+00,1.48643E+00,4.14731E-01
1.50000E+02,2.75686E+00,1.54581E+00,3.64106E-01
2.30000E+02,1.27675E+00,9.99708E-01,7.49925E-01
2.30000E+02,1.30208E+00,1.04107E+00,7.53887E-01
2.30000E+02,1.33139E+00,1.08258E+00,7.53349E-01
2.30000E+02,1.36556E+00,1.12533E+00,7.48836E-01
2.30000E+02,1.40572E+00,1.17030E+00,7.41157E-01
2.30000E+02,1.45341E+00,1.21541E+00,7.30669E-01
2.30000E+02,1.51057E+00,1.26145E+00,7.16793E-01
2.30000E+02,1.58009E+00,1.30783E+00,6.99646E-01
2.30000E+02,1.66618E+00,1.35373E+00,6.79054E-01
2.30000E+02,1.77487E+00,1.40037E+00,6.55762E-01
2.30000E+02,1.91542E+00,1.44516E+00,6.29012E-01
2.30000E+02,2.10277E+00,1.48747E+00,5.99848E-01
2.30000E+02,2.36157E+00,1.52313E+00,5.68340E-01
2.30000E+02,2.73644E+00,1.55087E+00,5.32442E-01
