array([[0.00000000e+00, 0.00000000e+00, 0.00000000e+00],
       [0.00000000e+00, 0.00000000e+00, 3.77585936e-04],
       [0.00000000e+00, 0.00000000e+00, 8.34910517e-04],
       [0.00000000e+00, 0.00000000e+00, 1.38839052e-03],
       [0.00000000e+00, 0.00000000e+00, 2.07320477e-03],
       [0.00000000e+00, 0.00000000e+00, 2.93156783e-03],
       [0.00000000e+00, 0.00000000e+00, 4.03149207e-03],
       [0.00000000e+00, 0.00000000e+00, 5.46913294e-03],
       [0.00000000e+00, 0.00000000e+00, 7.39224143e-03],
       [0.00000000e+00, 0.00000000e+00, 1.00775576e-02],
       [0.00000000e+00, 0.00000000e+00, 1.39706796e-02],
       [0.00000000e+00, 0.00000000e+00, 1.99487327e-02],
       [0.00000000e+00, 0.00000000e+00, 2.98363247e-02],
       [0.00000000e+00, 0.00000000e+00, 4.81902845e-02],
       [0.00000000e+00, 0.00000000e+00, 8.94386165e-02],
       [0.00000000e+00, 6.12240941e-02, 4.54275750e-03],
       [0.00000000e+00, 6.12240941e-02, 5.43629938e-03],
       [0.00000000e+00, 6.12240941e-02, 6.50339007e-03],
       [0.00000000e+00, 6.12240941e-02, 7.78858940e-03],
       [0.00000000e+00, 6.12240941e-02, 9.35521925e-03],
       [0.00000000e+00, 6.12240941e-02, 1.12947445e-02],
       [0.00000000e+00, 6.12240941e-02, 1.37361542e-02],
       [0.00000000e+00, 6.12240941e-02, 1.68717592e-02],
       [0.00000000e+00, 6.12240941e-02, 2.09994067e-02],
       [0.00000000e+00, 6.12240941e-02, 2.65904928e-02],
       [0.00000000e+00, 6.12240941e-02, 3.44752376e-02],
       [0.00000000e+00, 6.12240941e-02, 4.61405323e-02],
       [0.00000000e+00, 6.12240941e-02, 6.45859571e-02],
       [0.00000000e+00, 6.12240941e-02, 9.66619996e-02],
       [0.00000000e+00, 6.12240941e-02, 1.62050034e-01],
       [0.00000000e+00, 2.24489638e-01, 2.45125975e-02],
       [0.00000000e+00, 2.24489638e-01, 2.74183676e-02],
       [0.00000000e+00, 2.24489638e-01, 3.08682366e-02],
       [0.00000000e+00, 2.24489638e-01, 3.49747768e-02],
       [0.00000000e+00, 2.24489638e-01, 3.99115370e-02],
       [0.00000000e+00, 2.24489638e-01, 4.59247689e-02],
       [0.00000000e+00, 2.24489638e-01, 5.33474987e-02],
       [0.00000000e+00, 2.24489638e-01, 6.26769201e-02],
       [0.00000000e+00, 2.24489638e-01, 7.46682052e-02],
       [0.00000000e+00, 2.24489638e-01, 9.04986714e-02],
       [0.00000000e+00, 2.24489638e-01, 1.12119570e-01],
       [0.00000000e+00, 2.24489638e-01, 1.42905723e-01],
       [0.00000000e+00, 2.24489638e-01, 1.89463711e-01],
       [0.00000000e+00, 2.24489638e-01, 2.65825189e-01],
       [0.00000000e+00, 2.24489638e-01, 4.07337832e-01],
       [0.00000000e+00, 3.87754977e-01, 6.20179037e-02],
       [0.00000000e+00, 3.87754977e-01, 6.79396707e-02],
       [0.00000000e+00, 3.87754977e-01, 7.47409080e-02],
       [0.00000000e+00, 3.87754977e-01, 8.27288440e-02],
       [0.00000000e+00, 3.87754977e-01, 9.21403494e-02],
       [0.00000000e+00, 3.87754977e-01, 1.03313141e-01],
       [0.00000000e+00, 3.87754977e-01, 1.16725650e-01],
       [0.00000000e+00, 3.87754977e-01, 1.33039238e-01],
       [0.00000000e+00, 3.87754977e-01, 1.53220151e-01],
       [0.00000000e+00, 3.87754977e-01, 1.78645053e-01],
       [0.00000000e+00, 3.87754977e-01, 2.11537244e-01],
       [0.00000000e+00, 3.87754977e-01, 2.55180080e-01],
       [0.00000000e+00, 3.87754977e-01, 3.15514091e-01],
       [0.00000000e+00, 3.87754977e-01, 4.02938135e-01],
       [0.00000000e+00, 3.87754977e-01, 5.37262572e-01],
       [0.00000000e+00, 5.51020317e-01, 1.01096875e-01],
       [0.00000000e+00, 5.51020317e-01, 1.10093271e-01],
       [0.00000000e+00, 5.51020317e-01, 1.20379556e-01],
       [0.00000000e+00, 5.51020317e-01, 1.32209018e-01],
       [0.00000000e+00, 5.51020317e-01, 1.46083543e-01],
       [0.00000000e+00, 5.51020317e-01, 1.62453417e-01],
       [0.00000000e+00, 5.51020317e-01, 1.82031600e-01],
       [0.00000000e+00, 5.51020317e-01, 2.05676453e-01],
       [0.00000000e+00, 5.51020317e-01, 2.34687249e-01],
       [0.00000000e+00, 5.51020317e-01, 2.70771331e-01],
       [0.00000000e+00, 5.51020317e-01, 3.16864958e-01],
       [0.00000000e+00, 5.51020317e-01, 3.77100468e-01],
       [0.00000000e+00, 5.51020317e-01, 4.58574601e-01],
       [0.00000000e+00, 5.51020317e-01, 5.72678257e-01],
       [0.00000000e+00, 5.51020317e-01, 7.40192733e-01],
       [0.00000000e+00, 6.73469321e-01, 1.31573455e-01],
       [0.00000000e+00, 6.73469321e-01, 1.42781425e-01],
       [0.00000000e+00, 6.73469321e-01, 1.55738954e-01],
       [0.00000000e+00, 6.73469321e-01, 1.70504675e-01],
       [0.00000000e+00, 6.73469321e-01, 1.87620341e-01],
       [0.00000000e+00, 6.73469321e-01, 2.07686336e-01],
       [0.00000000e+00, 6.73469321e-01, 2.31650144e-01],
       [0.00000000e+00, 6.73469321e-01, 2.60522570e-01],
       [0.00000000e+00, 6.73469321e-01, 2.95715455e-01],
       [0.00000000e+00, 6.73469321e-01, 3.39360637e-01],
       [0.00000000e+00, 6.73469321e-01, 3.94464731e-01],
       [0.00000000e+00, 6.73469321e-01, 4.65978569e-01],
       [0.00000000e+00, 6.73469321e-01, 5.61085665e-01],
       [0.00000000e+00, 6.73469321e-01, 6.92131437e-01],
       [0.00000000e+00, 6.73469321e-01, 8.86447479e-01],
       [0.00000000e+00, 7.75508117e-01, 1.71623362e-01],
       [0.00000000e+00, 7.75508117e-01, 1.85324337e-01],
       [0.00000000e+00, 7.75508117e-01, 2.00678717e-01],
       [0.00000000e+00, 7.75508117e-01, 2.18005455e-01],
       [0.00000000e+00, 7.75508117e-01, 2.37897902e-01],
       [0.00000000e+00, 7.75508117e-01, 2.60728952e-01],
       [0.00000000e+00, 7.75508117e-01, 2.87833055e-01],
       [0.00000000e+00, 7.75508117e-01, 3.20092028e-01],
       [0.00000000e+00, 7.75508117e-01, 3.58655044e-01],
       [0.00000000e+00, 7.75508117e-01, 4.05503843e-01],
       [0.00000000e+00, 7.75508117e-01, 4.62943810e-01],
       [0.00000000e+00, 7.75508117e-01, 5.35196403e-01],
       [0.00000000e+00, 7.75508117e-01, 6.27606457e-01],
       [0.00000000e+00, 7.75508117e-01, 7.49088282e-01],
       [0.00000000e+00, 7.75508117e-01, 9.22777813e-01],
       [0.00000000e+00, 8.57144869e-01, 2.05315284e-01],
       [0.00000000e+00, 8.57144869e-01, 2.20772855e-01],
       [0.00000000e+00, 8.57144869e-01, 2.37904937e-01],
       [0.00000000e+00, 8.57144869e-01, 2.57161820e-01],
       [0.00000000e+00, 8.57144869e-01, 2.79284604e-01],
       [0.00000000e+00, 8.57144869e-01, 3.04369443e-01],
       [0.00000000e+00, 8.57144869e-01, 3.33781277e-01],
       [0.00000000e+00, 8.57144869e-01, 3.68549671e-01],
       [0.00000000e+00, 8.57144869e-01, 4.09802694e-01],
       [0.00000000e+00, 8.57144869e-01, 4.59069450e-01],
       [0.00000000e+00, 8.57144869e-01, 5.18746790e-01],
       [0.00000000e+00, 8.57144869e-01, 5.92059438e-01],
       [0.00000000e+00, 8.57144869e-01, 6.84410860e-01],
       [0.00000000e+00, 8.57144869e-01, 8.01788491e-01],
       [0.00000000e+00, 8.57144869e-01, 9.50754351e-01],
       [0.00000000e+00, 9.18369371e-01, 2.28139299e-01],
       [0.00000000e+00, 9.18369371e-01, 2.44556079e-01],
       [0.00000000e+00, 9.18369371e-01, 2.62971015e-01],
       [0.00000000e+00, 9.18369371e-01, 2.83555312e-01],
       [0.00000000e+00, 9.18369371e-01, 3.06963294e-01],
       [0.00000000e+00, 9.18369371e-01, 3.33319262e-01],
       [0.00000000e+00, 9.18369371e-01, 3.63852127e-01],
       [0.00000000e+00, 9.18369371e-01, 4.00062853e-01],
       [0.00000000e+00, 9.18369371e-01, 4.42891886e-01],
       [0.00000000e+00, 9.18369371e-01, 4.93687748e-01],
       [0.00000000e+00, 9.18369371e-01, 5.54483774e-01],
       [0.00000000e+00, 9.18369371e-01, 6.28713417e-01],
       [0.00000000e+00, 9.18369371e-01, 7.20553574e-01],
       [0.00000000e+00, 9.18369371e-01, 8.35700868e-01],
       [0.00000000e+00, 9.18369371e-01, 9.71723269e-01],
       [0.00000000e+00, 1.00000000e+00, 2.67274557e-01],
       [0.00000000e+00, 1.00000000e+00, 2.85260311e-01],
       [0.00000000e+00, 1.00000000e+00, 3.04976864e-01],
       [0.00000000e+00, 1.00000000e+00, 3.27531174e-01],
       [0.00000000e+00, 1.00000000e+00, 3.52648847e-01],
       [0.00000000e+00, 1.00000000e+00, 3.81087401e-01],
       [0.00000000e+00, 1.00000000e+00, 4.12760059e-01],
       [0.00000000e+00, 1.00000000e+00, 4.49986280e-01],
       [0.00000000e+00, 1.00000000e+00, 4.94520313e-01],
       [0.00000000e+00, 1.00000000e+00, 5.46540398e-01],
       [0.00000000e+00, 1.00000000e+00, 6.06944767e-01],
       [0.00000000e+00, 1.00000000e+00, 6.79957223e-01],
       [0.00000000e+00, 1.00000000e+00, 7.67840935e-01],
       [0.00000000e+00, 1.00000000e+00, 8.76095527e-01],
       [0.00000000e+00, 1.00000000e+00, 1.00000000e+00],
       [5.00000000e-01, 0.00000000e+00, 0.00000000e+00],
       [5.00000000e-01, 0.00000000e+00, 3.77585936e-04],
       [5.00000000e-01, 0.00000000e+00, 8.32565263e-04],
       [5.00000000e-01, 0.00000000e+00, 1.38839052e-03],
       [5.00000000e-01, 0.00000000e+00, 2.07320477e-03],
       [5.00000000e-01, 0.00000000e+00, 2.93156783e-03],
       [5.00000000e-01, 0.00000000e+00, 4.03149207e-03],
       [5.00000000e-01, 0.00000000e+00, 5.46444243e-03],
       [5.00000000e-01, 0.00000000e+00, 7.39458668e-03],
       [5.00000000e-01, 0.00000000e+00, 1.00799028e-02],
       [5.00000000e-01, 0.00000000e+00, 1.39800606e-02],
       [5.00000000e-01, 0.00000000e+00, 1.99581138e-02],
       [5.00000000e-01, 0.00000000e+00, 2.98621225e-02],
       [5.00000000e-01, 0.00000000e+00, 4.82559517e-02],
       [5.00000000e-01, 0.00000000e+00, 8.96004390e-02],
       [5.00000000e-01, 6.12240941e-02, 4.54041225e-03],
       [5.00000000e-01, 6.12240941e-02, 5.43629938e-03],
       [5.00000000e-01, 6.12240941e-02, 6.50339007e-03],
       [5.00000000e-01, 6.12240941e-02, 7.78858940e-03],
       [5.00000000e-01, 6.12240941e-02, 9.35521925e-03],
       [5.00000000e-01, 6.12240941e-02, 1.12947445e-02],
       [5.00000000e-01, 6.12240941e-02, 1.37384995e-02],
       [5.00000000e-01, 6.12240941e-02, 1.68741044e-02],
       [5.00000000e-01, 6.12240941e-02, 2.09994067e-02],
       [5.00000000e-01, 6.12240941e-02, 2.65998738e-02],
       [5.00000000e-01, 6.12240941e-02, 3.44916544e-02],
       [5.00000000e-01, 6.12240941e-02, 4.61804016e-02],
       [5.00000000e-01, 6.12240941e-02, 6.46422432e-02],
       [5.00000000e-01, 6.12240941e-02, 9.68308579e-02],
       [5.00000000e-01, 6.12240941e-02, 1.62378369e-01],
       [5.00000000e-01, 2.24489638e-01, 2.44774187e-02],
